place;catu;sexe;secu1;year_acc;victim_age;catv;obsm;motor;catr;circ;surf;situ;vma;jour;mois;lum;dep;com;agg_;int;atm;col;lat;long;hour;nb_victim;nb_vehicules
1;1;2;1.0;2021;92.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;16;12;1;46;46312;1;1;0.0;6.0;44.982259;1.621113;15;1;1
1;1;1;2.0;2021;18.0;1.0;2.0;1.0;3;2.0;1.0;1.0;70.0;17;12;1;1;1027;2;3;0.0;3.0;45.8492134442;5.1099045575;7;2;2
10;3;2;0.0;2021;72.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;14;4;1;11;11203;2;3;0.0;6.0;43.199748;2.756764;11;2;1
10;3;1;0.0;2021;5.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;28;5;1;71;71076;2;1;0.0;6.0;46.79684;4.86413;13;2;1
10;3;1;0.0;2021;61.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;13;1;1;83;83047;2;1;0.0;6.0;43.151384;6.071008;15;2;1
2;2;1;1.0;2021;41.0;5.0;2.0;1.0;3;3.0;1.0;1.0;50.0;30;6;3;72;72181;2;2;0.0;3.0;47.97786;0.20813;23;4;2
3;2;1;8.0;2021;44.0;4.0;2.0;6.0;4;2.0;1.0;6.0;50.0;21;4;1;75;75113;2;4;0.0;3.0;48.834902;2.353187;16;3;2
1;1;2;0.0;2021;13.0;1.0;0.0;5.0;3;2.0;1.0;5.0;30.0;22;7;1;33;33529;1;1;0.0;7.0;44.638854;-1.172122;14;1;1
1;1;1;1.0;2021;80.0;2.0;0.0;1.0;3;2.0;2.0;3.0;30.0;3;2;1;50;50203;2;1;0.0;7.0;49.61712;-1.58103;12;1;1
1;1;1;2.0;2021;63.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;24;9;1;14;14101;2;1;0.0;3.0;49.16313;-0.42607;17;2;2
10;3;2;0.0;2021;84.0;5.0;1.0;1.0;4;2.0;1.0;1.0;50.0;20;4;1;75;75116;2;3;0.0;6.0;48.874302;2.248574;16;2;1
1;1;1;8.0;2021;44.0;2.0;0.0;1.0;3;2.0;1.0;8.0;80.0;26;11;3;63;63424;1;1;0.0;7.0;45.940855;3.26773;18;1;1
1;1;1;2.0;2021;28.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;22;8;1;1;1074;1;1;0.0;1.0;45.999071;5.155828;14;2;2
10;3;1;0.0;2021;91.0;1.0;1.0;5.0;4;2.0;2.0;1.0;50.0;31;1;1;70;70550;2;1;1.0;6.0;47.6379;6.16579;11;3;2
2;1;1;2.0;2021;27.0;1.0;2.0;1.0;3;3.0;1.0;1.0;50.0;4;9;1;972;97209;1;1;0.0;2.0;14.61656;-61.05876;11;4;2
10;3;2;0.0;2021;77.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;4;9;1;42;42094;2;1;0.0;6.0;45.726138;4.222159;14;2;1
1;1;1;2.0;2021;34.0;1.0;2.0;1.0;4;2.0;2.0;1.0;50.0;30;6;1;94;94081;2;3;1.0;3.0;48.786659;2.376916;9;2;2
1;1;1;1.0;2021;23.0;2.0;0.0;1.0;4;2.0;1.0;1.0;50.0;25;1;1;6;6027;2;1;0.0;6.0;43.659492;7.155019;10;1;1
1;1;1;2.0;2021;41.0;1.0;2.0;1.0;2;2.0;1.0;1.0;50.0;6;1;1;69;69388;2;2;0.0;1.0;45.7306508063;4.8875574768;13;2;2
1;1;2;1.0;2021;38.0;2.0;2.0;1.0;1;1.0;1.0;1.0;90.0;28;6;2;13;13211;1;1;0.0;2.0;43.2878;5.4406;14;1;1
1;1;2;1.0;2021;21.0;2.0;2.0;1.0;3;1.0;1.0;1.0;50.0;29;10;5;25;25056;2;2;0.0;3.0;47.249066;6.03126;23;2;2
2;2;2;2.0;2021;48.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;25;4;1;22;22209;1;2;0.0;3.0;48.550352;-2.107884;15;6;2
10;3;1;0.0;2021;12.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;23;6;1;57;57463;2;1;0.0;6.0;49.12022;6.21435;12;2;1
2;2;1;1.0;2021;21.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;3;7;1;2;2719;1;1;0.0;6.0;49.587443;3.26317;18;3;1
10;3;2;0.0;2021;84.0;2.0;1.0;1.0;4;2.0;1.0;4.0;30.0;13;8;1;75;75114;2;1;0.0;6.0;48.832324;2.320769;11;2;1
1;1;1;2.0;2021;16.0;1.0;2.0;1.0;4;2.0;1.0;1.0;80.0;2;8;1;79;79290;1;2;0.0;3.0;46.438764;-0.60637;12;2;2
2;2;2;8.0;2021;65.0;2.0;2.0;1.0;3;2.0;2.0;1.0;80.0;15;9;1;202;202043;1;1;1.0;5.0;42.756805;9.459014;17;3;2
1;1;1;8.0;2021;38.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;4;3;5;972;97209;2;2;0.0;3.0;14.60811;-61.04981;18;2;2
1;1;1;1.0;2021;50.0;2.0;2.0;1.0;7;2.0;1.0;1.0;70.0;10;11;1;37;37172;2;1;0.0;1.0;47.4395485559;0.6994067878;17;2;2
7;2;1;1.0;2021;17.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;11;8;1;37;37049;1;2;0.0;3.0;47.1797924666;0.9643453136;15;6;2
2;2;2;1.0;2021;74.0;2.0;0.0;1.0;3;1.0;1.0;3.0;70.0;6;8;1;30;30350;1;1;0.0;6.0;43.992008;3.624217;18;4;1
1;1;1;1.0;2021;64.0;5.0;0.0;1.0;3;2.0;1.0;3.0;80.0;8;9;3;76;76202;1;1;0.0;7.0;49.790425;1.379026;20;1;1
10;3;2;8.0;2021;74.0;3.0;1.0;6.0;4;3.0;1.0;6.0;50.0;16;1;1;44;44109;2;1;0.0;6.0;47.207157;-1.58003;11;2;1
1;1;1;1.0;2021;51.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;26;4;1;50;50403;1;2;0.0;4.0;49.156829;-1.588554;18;4;3
2;2;2;2.0;2021;61.0;1.0;2.0;1.0;3;2.0;2.0;1.0;80.0;24;10;2;71;71329;1;1;1.0;1.0;46.927759;5.151547;19;3;2
1;1;1;2.0;2021;61.0;1.0;2.0;1.0;4;2.0;1.0;1.0;80.0;18;8;1;38;38427;1;1;0.0;1.0;45.28498;5.36783;16;2;2
10;3;1;0.0;2021;26.0;2.0;1.0;1.0;4;3.0;2.0;1.0;50.0;23;12;5;201;201004;2;6;1.0;6.0;41.93512;8.75324;18;2;1
1;1;1;8.0;2021;22.0;1.0;2.0;5.0;3;2.0;1.0;1.0;50.0;4;3;1;65;65047;2;3;0.0;3.0;43.2474453298;0.0869691802;13;2;2
1;1;1;2.0;2021;18.0;1.0;2.0;1.0;6;2.0;1.0;8.0;30.0;30;4;1;64;64483;2;1;0.0;3.0;43.4019;-1.63332;12;2;2
2;1;1;8.0;2021;20.0;1.0;2.0;1.0;3;3.0;1.0;1.0;80.0;11;5;1;971;97101;1;6;0.0;3.0;16.2548983058;-61.5133950102;10;2;2
1;1;1;2.0;2021;34.0;1.0;2.0;1.0;1;3.0;1.0;1.0;50.0;13;9;2;83;83137;1;1;0.0;4.0;43.127275378;5.9747629768;6;5;5
1;1;1;1.0;2021;57.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;21;7;1;59;59571;1;1;0.0;7.0;50.16681;3.494596;19;1;1
1;1;1;2.0;2021;15.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;30;9;1;60;60575;1;1;0.0;2.0;49.3032798997;2.1981521861;15;2;2
1;1;1;1.0;2021;50.0;2.0;0.0;1.0;2;3.0;1.0;2.0;110.0;15;4;2;16;16078;1;1;0.0;2.0;45.712259;0.176665;7;2;2
1;1;1;8.0;2021;17.0;1.0;2.0;3.0;4;2.0;1.0;1.0;50.0;14;10;1;72;72181;2;1;0.0;2.0;48.00794;0.19808;13;2;2
1;1;1;2.0;2021;73.0;1.0;2.0;5.0;3;1.0;1.0;1.0;50.0;10;10;1;29;29006;2;6;0.0;3.0;47.879322;-4.106607;10;2;2
1;1;1;1.0;2021;68.0;2.0;2.0;1.0;3;1.0;1.0;3.0;70.0;20;11;1;92;92023;2;1;0.0;2.0;48.7954181432;2.2522991896;13;3;2
1;1;1;2.0;2021;19.0;1.0;0.0;1.0;3;4.0;1.0;1.0;50.0;2;5;5;91;91161;2;9;0.0;7.0;48.70745;2.311575;21;1;1
2;2;1;1.0;2021;81.0;2.0;0.0;1.0;1;3.0;1.0;1.0;130.0;8;11;3;87;87203;1;1;0.0;4.0;45.663547;1.392603;20;5;4
1;1;1;1.0;2021;49.0;2.0;2.0;1.0;1;1.0;1.0;1.0;130.0;21;12;3;77;77100;1;1;0.0;2.0;48.510302;2.828892;19;5;3
1;1;1;0.0;2021;28.0;2.0;0.0;1.0;4;2.0;1.0;3.0;50.0;19;4;5;27;27670;2;1;0.0;6.0;49.389469;1.353561;3;1;1
1;1;1;2.0;2021;18.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;13;7;1;70;70459;2;2;0.0;3.0;47.751018;6.583045;19;2;2
1;1;1;2.0;2021;31.0;1.0;2.0;1.0;4;1.0;1.0;1.0;50.0;18;6;1;75;75111;2;2;0.0;5.0;48.866356;2.380261;14;3;3
1;1;1;0.0;2021;76.0;2.0;0.0;1.0;3;2.0;1.0;3.0;50.0;12;5;1;1;1098;2;1;0.0;6.0;45.805582;5.682984;16;1;1
1;1;1;2.0;2021;35.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;2;2;1;31;31157;2;6;0.0;3.0;43.535634;1.349001;13;2;2
1;1;2;1.0;2021;20.0;2.0;0.0;1.0;2;1.0;1.0;1.0;110.0;21;3;1;91;91553;1;1;0.0;6.0;48.63138;2.49977;15;1;1
10;3;2;0.0;2021;16.0;2.0;1.0;1.0;4;2.0;2.0;1.0;30.0;25;3;1;75;75113;2;1;1.0;6.0;48.831142;2.360986;11;2;1
1;1;2;2.0;2021;61.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;27;9;2;71;71263;2;3;0.0;5.0;46.6239962887;5.2421968376;8;4;3
10;3;1;0.0;2021;12.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;2;12;5;54;54395;2;1;0.0;6.0;48.70216;6.18198;17;2;1
10;3;1;0.0;2021;10.0;1.0;1.0;3.0;4;2.0;2.0;5.0;50.0;12;3;1;17;17291;2;1;1.0;6.0;46.17476;-1.13026;8;2;1
2;2;2;1.0;2021;40.0;2.0;2.0;1.0;1;3.0;2.0;1.0;130.0;4;8;2;71;71494;1;1;1.0;2.0;46.4072158926;4.8572613189;6;8;2
4;2;1;1.0;2021;19.0;2.0;2.0;1.0;2;1.0;1.0;1.0;110.0;18;12;1;43;43157;1;1;1.0;2.0;45.01384;3.88881;16;6;2
1;1;1;1.0;2021;20.0;2.0;0.0;1.0;1;1.0;2.0;1.0;50.0;7;11;4;33;33318;1;1;1.0;6.0;44.790092;-0.645369;21;1;1
1;1;1;2.0;2021;21.0;1.0;0.0;1.0;4;2.0;1.0;4.0;50.0;15;10;1;10;10081;2;1;0.0;6.0;48.3288;4.046;18;1;1
1;1;1;1.0;2021;81.0;2.0;2.0;1.0;1;1.0;1.0;1.0;110.0;6;6;1;78;78362;1;1;0.0;2.0;48.977759;1.711932;10;2;2
1;1;1;1.0;2021;40.0;2.0;2.0;1.0;2;3.0;2.0;1.0;90.0;26;11;3;35;35238;2;1;1.0;5.0;48.095766;-1.711479;19;8;4
1;1;1;2.0;2021;33.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;1;9;1;68;68185;1;1;0.0;3.0;48.267626;7.313461;15;2;2
2;1;2;8.0;2021;50.0;1.0;0.0;1.0;4;1.0;1.0;5.0;50.0;21;5;5;92;92046;2;3;0.0;7.0;48.81705;2.29191;21;2;2
1;1;1;2.0;2021;17.0;1.0;0.0;1.0;3;2.0;1.0;3.0;50.0;19;12;5;62;62474;2;1;0.0;7.0;50.681606;1.637177;1;1;1
1;1;1;2.0;2021;47.0;1.0;2.0;6.0;4;3.0;1.0;1.0;50.0;22;11;5;33;33281;2;2;0.0;3.0;44.83298;-0.6479;19;2;2
1;1;1;8.0;2021;16.0;1.0;0.0;5.0;4;2.0;1.0;1.0;50.0;11;6;1;94;94044;2;1;0.0;6.0;48.74733;2.47798;20;1;1
1;1;1;2.0;2021;35.0;1.0;2.0;1.0;7;3.0;1.0;1.0;90.0;27;10;1;69;69276;1;1;0.0;3.0;45.6823;4.85088;16;2;2
10;3;2;0.0;2021;69.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;2;12;1;69;69266;2;1;0.0;6.0;45.76763;4.87888;15;2;1
1;1;1;1.0;2021;37.0;2.0;0.0;1.0;1;3.0;1.0;2.0;130.0;24;11;3;38;38053;1;1;0.0;2.0;45.593981;5.289059;20;2;2
1;1;1;8.0;2021;17.0;1.0;2.0;3.0;4;1.0;1.0;1.0;50.0;8;3;1;67;67482;2;3;0.0;3.0;48.5792123743;7.7333433149;10;3;2
1;1;1;1.0;2021;25.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;29;5;2;63;63086;1;1;0.0;1.0;45.644851;3.630295;21;4;2
1;1;2;1.0;2021;52.0;2.0;2.0;1.0;1;3.0;1.0;1.0;70.0;18;5;1;93;93053;1;1;0.0;3.0;48.89621;2.47022;6;2;2
2;2;2;1.0;2021;26.0;2.0;0.0;1.0;1;1.0;5.0;3.0;130.0;27;11;2;61;61375;1;1;1.0;7.0;48.69232;-0.013046;16;2;1
10;3;1;0.0;2021;23.0;5.0;1.0;1.0;4;2.0;1.0;1.0;30.0;19;9;5;75;75113;2;1;0.0;6.0;48.84067;2.369643;0;2;1
2;2;2;1.0;2021;20.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;19;12;5;34;34032;2;1;0.0;5.0;43.32757;3.26023;0;4;3
1;1;2;1.0;2021;78.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;13;6;1;11;11367;1;1;0.0;6.0;43.370904029;2.1561659529;11;1;1
10;3;1;0.0;2021;53.0;1.0;1.0;1.0;4;2.0;1.0;1.0;50.0;29;8;1;75;75114;2;7;0.0;6.0;48.834946;2.332987;11;2;1
1;1;1;2.0;2021;26.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;4;11;1;34;34172;2;3;0.0;3.0;43.59743;3.86427;14;2;2
1;1;1;2.0;2021;43.0;1.0;2.0;3.0;4;2.0;1.0;1.0;50.0;23;2;5;92;92036;2;6;0.0;2.0;48.941774044;2.2952174333;6;2;2
1;1;1;2.0;2021;20.0;1.0;0.0;3.0;4;1.0;2.0;1.0;50.0;27;11;1;27;27229;2;1;1.0;7.0;49.02973;1.11673;13;1;1
1;1;2;2.0;2021;22.0;1.0;2.0;1.0;1;2.0;1.0;1.0;90.0;8;10;3;93;93010;1;1;0.0;3.0;48.9048;2.47162;21;2;2
10;3;2;0.0;2021;86.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;28;2;1;51;51649;2;1;0.0;7.0;48.724519;4.584262;9;2;1
1;1;1;2.0;2021;17.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;15;6;2;25;25115;1;1;0.0;2.0;47.245423;5.895903;20;2;2
2;2;1;0.0;2021;39.0;2.0;0.0;1.0;7;2.0;1.0;3.0;80.0;15;1;3;35;35024;1;1;0.0;6.0;48.184101;-1.612139;1;2;1
1;1;1;2.0;2021;27.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;15;9;1;14;14059;2;1;0.0;3.0;49.34361;0.05381;16;2;2
1;1;1;2.0;2021;39.0;1.0;0.0;3.0;4;2.0;1.0;1.0;50.0;21;8;5;38;38071;2;1;0.0;7.0;45.082673;5.743098;22;1;1
1;1;1;2.0;2021;34.0;1.0;0.0;1.0;3;2.0;1.0;8.0;80.0;22;9;1;62;62361;1;1;0.0;6.0;50.285658;2.304479;13;1;1
1;1;1;2.0;2021;55.0;1.0;0.0;1.0;3;3.0;1.0;3.0;80.0;26;1;1;11;11145;1;1;0.0;7.0;43.235335;3.172962;16;1;1
1;1;1;2.0;2021;57.0;1.0;2.0;1.0;3;2.0;2.0;1.0;50.0;26;5;1;94;94053;2;9;0.0;3.0;48.77539;2.54826;19;2;2
1;1;2;1.0;2021;54.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;22;6;1;69;69286;2;1;0.0;2.0;45.81422;4.89903;19;3;2
1;1;1;2.0;2021;23.0;1.0;2.0;1.0;7;2.0;1.0;1.0;50.0;30;11;5;6;6064;2;3;0.0;3.0;43.760518;7.190949;17;2;2
1;1;1;2.0;2021;26.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;23;4;1;93;93027;2;1;0.0;3.0;48.93;2.39;14;2;2
1;1;1;8.0;2021;36.0;1.0;2.0;3.0;4;2.0;1.0;1.0;50.0;7;5;1;69;69259;2;1;0.0;3.0;45.69339;4.8742;19;2;2
1;1;1;2.0;2021;44.0;1.0;0.0;1.0;1;3.0;1.0;1.0;90.0;21;5;1;30;30123;1;6;0.0;7.0;43.724445;4.163225;18;1;1
1;1;1;2.0;2021;17.0;1.0;0.0;1.0;4;3.0;1.0;1.0;50.0;25;4;1;10;10387;2;1;0.0;7.0;48.29527;4.07985;14;1;1
1;1;1;2.0;2021;16.0;1.0;2.0;1.0;3;1.0;1.0;1.0;50.0;13;9;1;5;5061;2;2;0.0;3.0;44.55987;6.07596;19;2;2
1;1;1;2.0;2021;28.0;1.0;0.0;1.0;3;2.0;1.0;3.0;80.0;17;10;2;65;65257;1;1;0.0;7.0;43.163976;0.001035;19;1;1
1;1;1;2.0;2021;15.0;1.0;2.0;3.0;4;2.0;1.0;1.0;50.0;7;1;1;51;51454;2;1;0.0;1.0;49.244354108;4.0365382517;13;2;2
10;3;2;0.0;2021;65.0;2.0;1.0;1.0;3;2.0;1.0;1.0;50.0;7;3;1;65;65286;2;1;0.0;6.0;43.102507;-0.043471;11;2;1
1;1;1;1.0;2021;27.0;2.0;0.0;1.0;3;2.0;1.0;3.0;90.0;20;2;3;5;5115;1;1;0.0;6.0;44.4675064688;6.159653;23;1;1
2;2;1;1.0;2021;29.0;2.0;0.0;1.0;1;3.0;1.0;1.0;130.0;23;9;1;21;21599;1;1;0.0;5.0;47.607407;5.193615;14;7;5
10;3;2;0.0;2021;38.0;2.0;1.0;2.0;4;1.0;1.0;8.0;30.0;9;2;1;94;94038;2;1;0.0;6.0;48.77774;2.34298;9;2;1
9;2;2;1.0;2021;16.0;2.0;0.0;1.0;3;2.0;1.0;1.0;50.0;1;10;2;38;38408;2;1;0.0;2.0;45.5840265;4.998779;20;3;2
1;1;2;2.0;2021;23.0;6.0;0.0;1.0;3;2.0;1.0;1.0;50.0;29;3;1;93;93073;2;1;0.0;7.0;48.96725;2.56774;18;1;1
2;2;2;1.0;2021;20.0;2.0;0.0;1.0;1;3.0;1.0;2.0;130.0;21;8;1;83;83148;1;1;0.0;2.0;43.413309;6.44552;12;3;2
10;3;1;0.0;2021;70.0;2.0;1.0;1.0;3;2.0;2.0;1.0;80.0;18;9;1;64;64218;1;1;1.0;6.0;43.074378;-1.188928;17;2;1
10;3;2;0.0;2021;23.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;23;10;1;66;66136;2;1;0.0;6.0;42.69153;2.8724;10;2;1
2;2;1;8.0;2021;79.0;2.0;2.0;1.0;4;2.0;1.0;1.0;50.0;17;7;1;13;13028;2;1;0.0;3.0;43.1792831791;5.6035751732;16;3;2
1;1;2;1.0;2021;19.0;2.0;2.0;1.0;3;2.0;2.0;1.0;80.0;30;10;1;60;60257;1;1;1.0;1.0;49.25628;1.990392;8;5;2
10;3;1;0.0;2021;75.0;5.0;1.0;1.0;2;3.0;1.0;1.0;50.0;30;4;1;974;97411;2;3;0.0;6.0;-20.8899;55.46398;17;2;1
2;2;1;1.0;2021;72.0;2.0;0.0;1.0;3;2.0;2.0;1.0;80.0;5;2;1;17;17202;1;1;1.0;1.0;45.983641;-0.585837;15;3;2
10;3;1;0.0;2021;53.0;2.0;1.0;1.0;6;2.0;1.0;1.0;50.0;8;12;5;18;18033;2;1;0.0;1.0;47.113;2.41627;18;2;1
4;2;1;1.0;2021;24.0;2.0;0.0;1.0;4;2.0;2.0;3.0;70.0;21;8;1;971;97101;1;1;1.0;7.0;16.241066714;-61.5105628967;14;4;1
1;1;1;2.0;2021;27.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;24;9;1;94;94021;2;1;0.0;3.0;48.76271;2.3669;8;2;2
2;2;2;2.0;2021;52.0;1.0;2.0;1.0;3;2.0;1.0;1.0;90.0;23;5;1;37;37038;1;1;0.0;1.0;47.2785850366;0.3253608193;14;4;2
1;1;1;8.0;2021;22.0;1.0;2.0;1.0;4;2.0;1.0;1.0;50.0;2;9;1;49;49007;2;1;0.0;3.0;47.47347;-0.57736;16;2;2
1;1;1;8.0;2021;23.0;5.0;2.0;1.0;1;1.0;1.0;1.0;70.0;28;10;2;13;13055;1;1;0.0;4.0;43.34537;5.37417;8;3;3
5;2;1;8.0;2021;9.0;2.0;2.0;1.0;4;3.0;1.0;8.0;50.0;12;9;1;6;6088;2;9;0.0;3.0;43.73466;7.29662;15;7;2
4;2;1;1.0;2021;10.0;2.0;2.0;1.0;1;3.0;1.0;1.0;90.0;9;10;1;91;91689;1;1;0.0;6.0;48.7383602982;2.3179686934;17;2;1
1;1;1;8.0;2021;29.0;1.0;2.0;5.0;3;2.0;1.0;1.0;50.0;12;6;1;93;93048;2;5;0.0;1.0;48.868154;2.446762;11;2;2
1;1;1;8.0;2021;81.0;1.0;0.0;5.0;4;2.0;1.0;1.0;50.0;7;10;1;71;71475;2;1;0.0;6.0;46.7735989244;4.8331950701;15;1;1
3;2;1;2.0;2021;21.0;1.0;0.0;1.0;4;2.0;1.0;1.0;80.0;24;4;1;87;87085;1;1;0.0;7.0;45.85494;1.17131;19;2;1
1;1;1;2.0;2021;16.0;1.0;2.0;1.0;3;2.0;2.0;1.0;50.0;5;8;1;85;85090;2;4;1.0;3.0;46.835448;-0.903062;19;2;2
2;2;2;2.0;2021;64.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;26;6;2;7;7324;2;3;0.0;3.0;45.06811;4.813008;19;3;2
10;3;1;0.0;2021;35.0;2.0;1.0;1.0;4;2.0;1.0;1.0;30.0;5;11;2;94;94002;2;1;0.0;6.0;48.80235;2.42597;7;2;1
1;1;1;0.0;2021;57.0;1.0;2.0;3.0;3;3.0;1.0;1.0;50.0;7;6;1;94;94028;2;9;0.0;1.0;48.774345;2.439805;7;2;2
6;2;2;0.0;2021;21.0;2.0;0.0;1.0;3;2.0;1.0;8.0;80.0;6;11;3;50;50295;1;2;0.0;6.0;48.956679;-1.200525;4;6;1
1;1;1;2.0;2021;26.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;5;8;1;83;83064;1;3;0.0;3.0;43.321033;6.044696;11;2;2
10;3;2;0.0;2021;19.0;2.0;1.0;1.0;4;2.0;1.0;1.0;50.0;14;1;5;76;76351;2;1;0.0;6.0;49.49469;0.12558;0;2;1
1;1;1;2.0;2021;51.0;1.0;0.0;1.0;1;2.0;1.0;1.0;130.0;21;9;1;62;62637;1;1;0.0;6.0;50.465252;2.975487;8;1;1
1;1;1;2.0;2021;23.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;25;8;1;50;50502;2;1;0.0;2.0;49.106615;-1.069526;17;2;2
2;2;1;1.0;2021;44.0;2.0;0.0;1.0;4;2.0;1.0;4.0;50.0;9;6;5;45;45147;2;1;0.0;6.0;47.92198;1.91436;22;2;1
3;2;1;1.0;2021;13.0;2.0;2.0;1.0;1;3.0;2.0;1.0;70.0;3;9;1;33;33063;1;1;1.0;4.0;44.880234;-0.538554;12;6;4
1;1;2;1.0;2021;48.0;2.0;2.0;1.0;4;1.0;1.0;1.0;50.0;20;11;1;27;27229;2;1;0.0;2.0;49.01961;1.15438;15;2;2
10;3;1;0.0;2021;25.0;2.0;1.0;1.0;3;2.0;1.0;1.0;50.0;9;10;5;91;91228;2;3;0.0;6.0;48.62484;2.433683;21;2;1
1;1;1;0.0;2021;15.0;1.0;0.0;5.0;4;2.0;1.0;1.0;50.0;24;4;1;64;64230;2;1;0.0;7.0;43.209068;-0.395424;15;1;1
1;1;2;1.0;2021;19.0;2.0;2.0;1.0;3;2.0;1.0;1.0;80.0;15;6;1;60;60029;1;1;0.0;4.0;49.374535;1.990329;8;4;3
1;1;1;0.0;2021;13.0;1.0;2.0;5.0;3;2.0;1.0;1.0;50.0;16;10;2;49;49307;2;3;0.0;3.0;47.447975;-0.409477;17;2;2
10;3;1;0.0;2021;5.0;2.0;0.0;1.0;4;2.0;1.0;4.0;50.0;28;6;1;94;94074;2;1;0.0;6.0;48.7397386579;2.4605727196;12;2;1
1;1;1;2.0;2021;54.0;1.0;2.0;1.0;4;2.0;1.0;1.0;30.0;28;4;1;17;17300;2;1;0.0;3.0;46.14941;-1.1447;16;2;2
1;1;1;0.0;2021;66.0;1.0;0.0;5.0;4;2.0;1.0;3.0;30.0;23;5;1;37;37041;1;1;0.0;6.0;47.6278811168;0.5492552518;10;2;2
1;1;1;1.0;2021;54.0;2.0;0.0;1.0;3;2.0;2.0;3.0;80.0;5;2;3;85;85238;1;1;1.0;7.0;46.958611;-0.921435;19;1;1
1;1;1;2.0;2021;24.0;1.0;2.0;1.0;3;1.0;2.0;1.0;50.0;30;1;5;94;94019;2;6;1.0;3.0;48.79382;2.55876;19;2;2
1;1;2;1.0;2021;25.0;2.0;2.0;1.0;1;3.0;1.0;1.0;110.0;9;11;1;95;95500;1;1;0.0;4.0;49.0365498574;2.0940611695;8;3;3
1;1;1;2.0;2021;64.0;1.0;2.0;1.0;3;2.0;1.0;1.0;80.0;20;12;1;11;11069;1;1;0.0;4.0;43.213474;2.321456;14;3;3
1;1;1;2.0;2021;34.0;1.0;2.0;1.0;7;1.0;1.0;1.0;70.0;26;11;5;69;69385;1;1;0.0;2.0;45.7582392974;4.8124998808;19;2;2
1;1;1;1.0;2021;41.0;2.0;0.0;1.0;3;2.0;1.0;3.0;80.0;23;9;1;8;8311;1;1;0.0;7.0;49.6057;5.078067;15;1;1
1;1;1;1.0;2021;51.0;5.0;2.0;1.0;3;2.0;1.0;1.0;50.0;21;9;1;58;58194;2;1;0.0;2.0;46.99947;3.16274;16;4;3
10;3;1;0.0;2021;39.0;2.0;1.0;1.0;4;1.0;1.0;1.0;50.0;8;8;1;75;75116;2;2;0.0;6.0;48.870933;2.297508;17;2;1
10;3;1;0.0;2021;17.0;2.0;1.0;2.0;4;2.0;1.0;1.0;30.0;20;9;1;76;76575;2;1;0.0;6.0;49.3876478806;1.0631274059;17;2;1
1;1;1;1.0;2021;52.0;2.0;0.0;1.0;6;2.0;1.0;3.0;50.0;7;12;1;16;16003;2;1;0.0;6.0;45.776046;0.336421;8;1;1
1;1;1;2.0;2021;57.0;1.0;2.0;1.0;3;2.0;1.0;1.0;50.0;4;2;1;92;92049;2;1;0.0;3.0;48.8148615399;2.3257595301;10;2;2
1;1;1;2.0;2021;40.0;1.0;0.0;1.0;3;2.0;1.0;3.0;80.0;28;2;1;83;83052;1;1;0.0;6.0;43.618798;5.843986;12;1;1
1;1;1;2.0;2021;36.0;1.0;2.0;1.0;3;3.0;1.0;1.0;50.0;19;9;3;93;93053;2;9;0.0;3.0;48.9020968029;2.4610233307;23;2;2
1;1;1;2.0;2021;22.0;1.0;0.0;1.0;4;2.0;1.0;1.0;30.0;17;11;1;56;56121;2;3;0.0;7.0;47.74912;-3.38137;13;1;1
